Carregando dados de treinamento...
Carregando dados de validação...
Features no treinamento: 20
Amostras de treinamento: 3110
Features na validação:   20
Amostras de validação:   339

[Run 1/1000] Treinando... F1-base = 73.2026% | Acc = 87.9056%
[Run 757/1000] Treinando... F1-base = 74.359% | Acc = 88.2006%
[Run 758/1000] Treinando... F1-base = 75% | Acc = 88.7906%
[Run 759/1000] Treinando... F1-base = 75.3247% | Acc = 88.7906%
[Run 760/1000] Treinando... F1-base = 74.026% | Acc = 88.2006%
[Run 761/1000] Treinando... F1-base = 74.359% | Acc = 88.2006%
[Run 762/1000] Treinando... F1-base = 75.3247% | Acc = 88.7906%
[Run 763/1000] Treinando... F1-base = 74.1722% | Acc = 88.4956%
[Run 764/1000] Treinando... F1-base = 75.817% | Acc = 89.0855%
[Run 765/1000] Treinando... F1-base = 75.641% | Acc = 88.7906%
[Run 766/1000] Treinando... F1-base = 75.817% | Acc = 89.0855%
[Run 767/1000] Treinando... F1-base = 72% | Acc = 87.6106%
[Run 768/1000] Treinando... F1-base = 74.026% | Acc = 88.2006%
[Run 769/1000] Treinando... F1-base = 74.1722% | Acc = 88.4956%
[Run 770/1000] Treinando... F1-base = 72.7273% | Acc = 87.6106%
[Run 771/1000] Treinando... F1-base = 71.8954% | Acc = 87.3156%
[Run 772/1000] Treinando... F1-base = 75.817% | Acc = 89.0855%
[Run 773/1000] Treinando... F1-base = 74.6667% | Acc = 88.7906%
[Run 774/1000] Treinando... F1-base = 76.6234% | Acc = 89.3805%
[Run 775/1000] Treinando... F1-base = 75.1592% | Acc = 88.4956%
[Run 776/1000] Treinando... F1-base = 75.3247% | Acc = 88.7906%
[Run 777/1000] Treinando... F1-base = 74.8387% | Acc = 88.4956%
[Run 778/1000] Treinando... F1-base = 74.1722% | Acc = 88.4956%
[Run 779/1000] Treinando... F1-base = 74.5098% | Acc = 88.4956%
[Run 780/1000] Treinando... F1-base = 73.6842% | Acc = 88.2006%
[Run 781/1000] Treinando... F1-base = 73.0769% | Acc = 87.6106%
[Run 782/1000] Treinando... F1-base = 74.1722% | Acc = 88.4956%
[Run 783/1000] Treinando... F1-base = 72.6115% | Acc = 87.3156%
[Run 784/1000] Treinando... F1-base = 74.8387% | Acc = 88.4956%
[Run 785/1000] Treinando... F1-base = 71.5232% | Acc = 87.3156%
[Run 786/1000] Treinando... F1-base = 73.8255% | Acc = 88.4956%
[Run 787/1000] Treinando... F1-base = 75.817% | Acc = 89.0855%
[Run 788/1000] Treinando... F1-base = 73.2026% | Acc = 87.9056%
[Run 789/1000] Treinando... F1-base = 75.817% | Acc = 89.0855%
[Run 790/1000] Treinando... F1-base = 71.1409% | Acc = 87.3156%
[Run 791/1000] Treinando... F1-base = 76.9231% | Acc = 89.3805%
[Run 792/1000] Treinando... F1-base = 75.817% | Acc = 89.0855%
[Run 793/1000] Treinando... F1-base = 75% | Acc = 88.7906%
[Run 794/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 795/1000] Treinando... F1-base = 73.8854% | Acc = 87.9056%
[Run 796/1000] Treinando... F1-base = 73.8854% | Acc = 87.9056%
[Run 797/1000] Treinando... F1-base = 75.3247% | Acc = 88.7906%
[Run 798/1000] Treinando... F1-base = 74.026% | Acc = 88.2006%
[Run 799/1000] Treinando... F1-base = 75.3247% | Acc = 88.7906%
[Run 800/1000] Treinando... F1-base = 74.6667% | Acc = 88.7906%
[Run 801/1000] Treinando... F1-base = 76.4331% | Acc = 89.0855%
[Run 802/1000] Treinando... F1-base = 72% | Acc = 87.6106%
[Run 803/1000] Treinando... F1-base = 74.1722% | Acc = 88.4956%
[Run 804/1000] Treinando... F1-base = 76.3158% | Acc = 89.3805%
[Run 805/1000] Treinando... F1-base = 74.5098% | Acc = 88.4956%
[Run 806/1000] Treinando... F1-base = 73.0769% | Acc = 87.6106%
[Run 807/1000] Treinando... F1-base = 75% | Acc = 88.7906%
[Run 808/1000] Treinando... F1-base = 75% | Acc = 88.7906%
[Run 809/1000] Treinando... F1-base = 75.4967% | Acc = 89.0855%
[Run 810/1000] Treinando... F1-base = 73.3333% | Acc = 88.2006%
[Run 811/1000] Treinando... F1-base = 74.5098% | Acc = 88.4956%
[Run 812/1000] Treinando... F1-base = 73.8255% | Acc = 88.4956%
[Run 813/1000] Treinando... F1-base = 74.8387% | Acc = 88.4956%
[Run 814/1000] Treinando... F1-base = 75.817% | Acc = 89.0855%
[Run 815/1000] Treinando... F1-base = 73.5484% | Acc = 87.9056%
[Run 816/1000] Treinando... F1-base = 73.8255% | Acc = 88.4956%
[Run 817/1000] Treinando... F1-base = 75.641% | Acc = 88.7906%
[Run 818/1000] Treinando... F1-base = 72.8477% | Acc = 87.9056%
[Run 819/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 820/1000] Treinando... F1-base = 75.4967% | Acc = 89.0855%
[Run 821/1000] Treinando... F1-base = 75.3247% | Acc = 88.7906%
[Run 822/1000] Treinando... F1-base = 75.817% | Acc = 89.0855%
[Run 823/1000] Treinando... F1-base = 75.3247% | Acc = 88.7906%
[Run 824/1000] Treinando... F1-base = 74.5098% | Acc = 88.4956%
[Run 825/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 826/1000] Treinando... F1-base = 73.5484% | Acc = 87.9056%
[Run 827/1000] Treinando... F1-base = 73.6842% | Acc = 88.2006%
[Run 828/1000] Treinando... F1-base = 75.1592% | Acc = 88.4956%
[Run 829/1000] Treinando... F1-base = 75% | Acc = 88.7906%
[Run 830/1000] Treinando... F1-base = 75% | Acc = 88.7906%
[Run 831/1000] Treinando... F1-base = 72.6115% | Acc = 87.3156%
[Run 832/1000] Treinando... F1-base = 72.3684% | Acc = 87.6106%
[Run 833/1000] Treinando... F1-base = 76.9231% | Acc = 89.3805%
[Run 834/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 835/1000] Treinando... F1-base = 77.1242% | Acc = 89.6755%
[Run 836/1000] Treinando... F1-base = 76.129% | Acc = 89.0855%
[Run 837/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 838/1000] Treinando... F1-base = 74.026% | Acc = 88.2006%
[Run 839/1000] Treinando... F1-base = 74.5098% | Acc = 88.4956%
[Run 840/1000] Treinando... F1-base = 73.5484% | Acc = 87.9056%
[Run 841/1000] Treinando... F1-base = 72.4832% | Acc = 87.9056%
[Run 842/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 843/1000] Treinando... F1-base = 73.8255% | Acc = 88.4956%
[Run 844/1000] Treinando... F1-base = 73.3333% | Acc = 88.2006%
[Run 845/1000] Treinando... F1-base = 75.817% | Acc = 89.0855%
[Run 846/1000] Treinando... F1-base = 75% | Acc = 88.7906%
[Run 847/1000] Treinando... F1-base = 73.6842% | Acc = 88.2006%
[Run 848/1000] Treinando... F1-base = 73.0769% | Acc = 87.6106%
[Run 849/1000] Treinando... F1-base = 73.5484% | Acc = 87.9056%
[Run 850/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 851/1000] Treinando... F1-base = 72.3684% | Acc = 87.6106%
[Run 852/1000] Treinando... F1-base = 73.6842% | Acc = 88.2006%
[Run 853/1000] Treinando... F1-base = 72.6115% | Acc = 87.3156%
[Run 854/1000] Treinando... F1-base = 72.7273% | Acc = 87.6106%
[Run 855/1000] Treinando... F1-base = 76.129% | Acc = 89.0855%
[Run 856/1000] Treinando... F1-base = 76.3158% | Acc = 89.3805%
[Run 857/1000] Treinando... F1-base = 74.359% | Acc = 88.2006%
[Run 858/1000] Treinando... F1-base = 72.8477% | Acc = 87.9056%
[Run 859/1000] Treinando... F1-base = 74.5098% | Acc = 88.4956%
[Run 860/1000] Treinando... F1-base = 73.2026% | Acc = 87.9056%
[Run 861/1000] Treinando... F1-base = 75.4717% | Acc = 88.4956%
[Run 862/1000] Treinando... F1-base = 75.817% | Acc = 89.0855%
[Run 863/1000] Treinando... F1-base = 75% | Acc = 88.7906%
[Run 864/1000] Treinando... F1-base = 75.3247% | Acc = 88.7906%
[Run 865/1000] Treinando... F1-base = 75.3247% | Acc = 88.7906%
[Run 866/1000] Treinando... F1-base = 72.7273% | Acc = 87.6106%
[Run 867/1000] Treinando... F1-base = 73.8854% | Acc = 87.9056%
[Run 868/1000] Treinando... F1-base = 74.6667% | Acc = 88.7906%
[Run 869/1000] Treinando... F1-base = 74.1722% | Acc = 88.4956%
[Run 870/1000] Treinando... F1-base = 74.026% | Acc = 88.2006%
[Run 871/1000] Treinando... F1-base = 73.6842% | Acc = 88.2006%
[Run 872/1000] Treinando... F1-base = 74.3243% | Acc = 88.7906%
[Run 873/1000] Treinando... F1-base = 75% | Acc = 88.7906%
[Run 874/1000] Treinando... F1-base = 71.8954% | Acc = 87.3156%
[Run 875/1000] Treinando... F1-base = 71.8954% | Acc = 87.3156%
[Run 876/1000] Treinando... F1-base = 72.8477% | Acc = 87.9056%
[Run 877/1000] Treinando... F1-base = 75% | Acc = 88.7906%
[Run 878/1000] Treinando... F1-base = 74.1722% | Acc = 88.4956%
[Run 879/1000] Treinando... F1-base = 74.5098% | Acc = 88.4956%
[Run 880/1000] Treinando... F1-base = 76.6234% | Acc = 89.3805%
[Run 881/1000] Treinando... F1-base = 75% | Acc = 88.7906%
[Run 882/1000] Treinando... F1-base = 74.359% | Acc = 88.2006%
[Run 883/1000] Treinando... F1-base = 74.3243% | Acc = 88.7906%
[Run 884/1000] Treinando... F1-base = 71.6216% | Acc = 87.6106%
[Run 885/1000] Treinando... F1-base = 76.129% | Acc = 89.0855%
[Run 886/1000] Treinando... F1-base = 74.026% | Acc = 88.2006%
[Run 887/1000] Treinando... F1-base = 75.4967% | Acc = 89.0855%
[Run 888/1000] Treinando... F1-base = 75.3247% | Acc = 88.7906%
[Run 889/1000] Treinando... F1-base = 75.3247% | Acc = 88.7906%
[Run 890/1000] Treinando... F1-base = 76.3158% | Acc = 89.3805%
[Run 891/1000] Treinando... F1-base = 73.5484% | Acc = 87.9056%
[Run 892/1000] Treinando... F1-base = 74.5098% | Acc = 88.4956%
[Run 893/1000] Treinando... F1-base = 74.6667% | Acc = 88.7906%
[Run 894/1000] Treinando... F1-base = 72.8477% | Acc = 87.9056%
[Run 895/1000] Treinando... F1-base = 73.5484% | Acc = 87.9056%
[Run 896/1000] Treinando... F1-base = 75% | Acc = 88.7906%
[Run 897/1000] Treinando... F1-base = 74.3243% | Acc = 88.7906%
[Run 898/1000] Treinando... F1-base = 72.7273% | Acc = 87.6106%
[Run 899/1000] Treinando... F1-base = 75% | Acc = 88.7906%
[Run 900/1000] Treinando... F1-base = 74.5098% | Acc = 88.4956%
[Run 901/1000] Treinando... F1-base = 74.1722% | Acc = 88.4956%
[Run 902/1000] Treinando... F1-base = 74.5098% | Acc = 88.4956%
[Run 903/1000] Treinando... F1-base = 73.8255% | Acc = 88.4956%
[Run 904/1000] Treinando... F1-base = 75.4967% | Acc = 89.0855%
[Run 905/1000] Treinando... F1-base = 73.6842% | Acc = 88.2006%
[Run 906/1000] Treinando... F1-base = 73.8255% | Acc = 88.4956%
[Run 907/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 908/1000] Treinando... F1-base = 75.641% | Acc = 88.7906%
[Run 909/1000] Treinando... F1-base = 73.4694% | Acc = 88.4956%
[Run 910/1000] Treinando... F1-base = 74.8387% | Acc = 88.4956%
[Run 911/1000] Treinando... F1-base = 74.5098% | Acc = 88.4956%
[Run 912/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 913/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 914/1000] Treinando... F1-base = 76.3158% | Acc = 89.3805%
[Run 915/1000] Treinando... F1-base = 72.8477% | Acc = 87.9056%
[Run 916/1000] Treinando... F1-base = 73.5484% | Acc = 87.9056%
[Run 917/1000] Treinando... F1-base = 73.6842% | Acc = 88.2006%
[Run 918/1000] Treinando... F1-base = 74.359% | Acc = 88.2006%
[Run 919/1000] Treinando... F1-base = 76.6234% | Acc = 89.3805%
[Run 920/1000] Treinando... F1-base = 73.5484% | Acc = 87.9056%
[Run 921/1000] Treinando... F1-base = 72.7273% | Acc = 87.6106%
[Run 922/1000] Treinando... F1-base = 74.8387% | Acc = 88.4956%
[Run 923/1000] Treinando... F1-base = 74.6667% | Acc = 88.7906%
[Run 924/1000] Treinando... F1-base = 74.6667% | Acc = 88.7906%
[Run 925/1000] Treinando... F1-base = 73.6842% | Acc = 88.2006%
[Run 926/1000] Treinando... F1-base = 72.3684% | Acc = 87.6106%
[Run 927/1000] Treinando... F1-base = 77.4194% | Acc = 89.6755%
[Run 928/1000] Treinando... F1-base = 74.8387% | Acc = 88.4956%
[Run 929/1000] Treinando... F1-base = 73.8854% | Acc = 87.9056%
[Run 930/1000] Treinando... F1-base = 75.3247% | Acc = 88.7906%
[Run 931/1000] Treinando... F1-base = 74.026% | Acc = 88.2006%
[Run 932/1000] Treinando... F1-base = 74.5098% | Acc = 88.4956%
[Run 933/1000] Treinando... F1-base = 75.817% | Acc = 89.0855%
[Run 934/1000] Treinando... F1-base = 75.4967% | Acc = 89.0855%
[Run 935/1000] Treinando... F1-base = 74.5098% | Acc = 88.4956%
[Run 936/1000] Treinando... F1-base = 74.026% | Acc = 88.2006%
[Run 937/1000] Treinando... F1-base = 75% | Acc = 88.7906%
[Run 938/1000] Treinando... F1-base = 74.359% | Acc = 88.2006%
[Run 939/1000] Treinando... F1-base = 74.5098% | Acc = 88.4956%
[Run 940/1000] Treinando... F1-base = 71.5232% | Acc = 87.3156%
[Run 941/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 942/1000] Treinando... F1-base = 71.8954% | Acc = 87.3156%
[Run 943/1000] Treinando... F1-base = 74.5098% | Acc = 88.4956%
[Run 944/1000] Treinando... F1-base = 73.8255% | Acc = 88.4956%
[Run 945/1000] Treinando... F1-base = 74.8387% | Acc = 88.4956%
[Run 946/1000] Treinando... F1-base = 74.1722% | Acc = 88.4956%
[Run 947/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 948/1000] Treinando... F1-base = 74.1722% | Acc = 88.4956%
[Run 949/1000] Treinando... F1-base = 72.7273% | Acc = 87.6106%
[Run 950/1000] Treinando... F1-base = 73.6842% | Acc = 88.2006%
[Run 951/1000] Treinando... F1-base = 72.973% | Acc = 88.2006%
[Run 952/1000] Treinando... F1-base = 74.026% | Acc = 88.2006%
[Run 953/1000] Treinando... F1-base = 74.8387% | Acc = 88.4956%
[Run 954/1000] Treinando... F1-base = 75.3247% | Acc = 88.7906%
[Run 955/1000] Treinando... F1-base = 76.3158% | Acc = 89.3805%
[Run 956/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 957/1000] Treinando... F1-base = 75.1592% | Acc = 88.4956%
[Run 958/1000] Treinando... F1-base = 73.6842% | Acc = 88.2006%
[Run 959/1000] Treinando... F1-base = 74.026% | Acc = 88.2006%
[Run 960/1000] Treinando... F1-base = 73.8255% | Acc = 88.4956%
[Run 961/1000] Treinando... F1-base = 74.5098% | Acc = 88.4956%
[Run 962/1000] Treinando... F1-base = 75% | Acc = 88.7906%
[Run 963/1000] Treinando... F1-base = 75.1678% | Acc = 89.0855%
[Run 964/1000] Treinando... F1-base = 72% | Acc = 87.6106%
[Run 965/1000] Treinando... F1-base = 73.0769% | Acc = 87.6106%
[Run 966/1000] Treinando... F1-base = 73.2026% | Acc = 87.9056%
[Run 967/1000] Treinando... F1-base = 72.3684% | Acc = 87.6106%
[Run 968/1000] Treinando... F1-base = 74.359% | Acc = 88.2006%
[Run 969/1000] Treinando... F1-base = 73.0769% | Acc = 87.6106%
[Run 970/1000] Treinando... F1-base = 73.2026% | Acc = 87.9056%
[Run 971/1000] Treinando... F1-base = 75% | Acc = 88.7906%
[Run 972/1000] Treinando... F1-base = 73.5484% | Acc = 87.9056%
[Run 973/1000] Treinando... F1-base = 74.026% | Acc = 88.2006%
[Run 974/1000] Treinando... F1-base = 75.1678% | Acc = 89.0855%
[Run 975/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 976/1000] Treinando... F1-base = 73.3333% | Acc = 88.2006%
[Run 977/1000] Treinando... F1-base = 74.359% | Acc = 88.2006%
[Run 978/1000] Treinando... F1-base = 76.3158% | Acc = 89.3805%
[Run 979/1000] Treinando... F1-base = 73.6842% | Acc = 88.2006%
[Run 980/1000] Treinando... F1-base = 73.6842% | Acc = 88.2006%
[Run 981/1000] Treinando... F1-base = 72.7273% | Acc = 87.6106%
[Run 982/1000] Treinando... F1-base = 73.3333% | Acc = 88.2006%
[Run 983/1000] Treinando... F1-base = 75.1678% | Acc = 89.0855%
[Run 984/1000] Treinando... F1-base = 73.6842% | Acc = 88.2006%
[Run 985/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 986/1000] Treinando... F1-base = 75.817% | Acc = 89.0855%
[Run 987/1000] Treinando... F1-base = 73.6842% | Acc = 88.2006%
[Run 988/1000] Treinando... F1-base = 76.3158% | Acc = 89.3805%
[Run 989/1000] Treinando... F1-base = 76.3158% | Acc = 89.3805%
[Run 990/1000] Treinando... F1-base = 76.6234% | Acc = 89.3805%
[Run 991/1000] Treinando... F1-base = 75.1678% | Acc = 89.0855%
[Run 992/1000] Treinando... F1-base = 75.3247% | Acc = 88.7906%
[Run 993/1000] Treinando... F1-base = 75% | Acc = 88.7906%
[Run 994/1000] Treinando... F1-base = 73.8255% | Acc = 88.4956%
[Run 995/1000] Treinando... F1-base = 74.6835% | Acc = 88.2006%
[Run 996/1000] Treinando... F1-base = 72.4832% | Acc = 87.9056%
[Run 997/1000] Treinando... F1-base = 75.1592% | Acc = 88.4956%
[Run 998/1000] Treinando... F1-base = 72.2581% | Acc = 87.3156%
[Run 999/1000] Treinando... F1-base = 73.6842% | Acc = 88.2006%
[Run 1000/1000] Treinando... F1-base = 76% | Acc = 89.3805%

============================================================
   RESULTADOS FINAIS — MÉDIA DE 1000 RODADAS
   Tipo: AUGMENTED PODADO 2 + SMOTE 0.75
   Threshold: 43%
============================================================

--- Estatísticas do F1-Score (chuva) ---
  Média:         74.436%
  Desvio Padrão: 1.36465%
  Mínimo:        70.5128%
  Máximo:        78.1457%

--- Estatísticas da Acurácia Total ---
  Média:         88.4835%
  Desvio Padrão: 0.630145%
  Mínimo:        86.4307%
  Máximo:        90.2655%

--- Importância Média das Features (por permutação) ---
  (ordenado da mais para a menos importante)
  Queda no F1 = quanto o modelo piora ao remover a feature

  1.	Humidity3pm         	Queda média no F1: 6.7886%
  2.	DewDiff3pm          	Queda média no F1: 4.26458%
  3.	Sunshine            	Queda média no F1: 4.20222%
  4.	WindGustSpeed       	Queda média no F1: 2.70815%
  5.	WindDir3pm_x        	Queda média no F1: 2.58436%
  6.	Pressure3pm         	Queda média no F1: 1.46108%
  7.	Cloud3pm            	Queda média no F1: 1.46079%
  8.	Humidity9am         	Queda média no F1: 1.19968%
  9.	DewDiff9am          	Queda média no F1: 0.836463%
  10.	Pressure9am         	Queda média no F1: 0.826897%
  11.	PressureDrop        	Queda média no F1: 0.788725%
  12.	Date_x              	Queda média no F1: 0.738692%
  13.	WindDir9am_x        	Queda média no F1: 0.634262%
  14.	TempRise            	Queda média no F1: 0.59102%
  15.	Rainfall            	Queda média no F1: 0.564253%
  16.	WindSpeed3pm        	Queda média no F1: 0.471912%
  17.	WindGustDir_x       	Queda média no F1: 0.301694%
  18.	WindDir9am_y        	Queda média no F1: 0.297567%
  19.	Date_y              	Queda média no F1: 0.0339518%
  20.	WindDir3pm_y        	Queda média no F1: 0.0141031%

============================================================

