Date_x,Date_y,MinTemp,MaxTemp,RainFall,Evaporation,Sunshine,WindGustDir_x,WindGustDir_y,WindGustSpeed,WindDir9am_x,WindDir9am_y,WindDir3pm_x,WindDir3pm_y,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,dewDiffTemp3pm,dewDiffTemp9am,diffTemp3pm9am,diffPress3pm9am,RainToday
0.990532,0.137279,21.6,33.3,0,8.8,12.6,0.707107,0.707107,35,1,0,0.92388,0.382683,6,15,54,59,1004.7,999.3,1,2,28.6,30.8,8.95703,10.2355,2.2,-5.4,0
0.988023,0.154309,23.5,31.7,0,10,11.1,6.12323e-17,1,30,0.382683,0.92388,0.382683,0.92388,6,17,54,57,1006,1005.9,5,7,30.6,30.3,9.48689,10.3869,-0.3,-0.1,0
0.98522,0.171293,25.8,33.4,0,9.8,11.4,0.707107,0.707107,30,0.707107,0.707107,0.92388,0.382683,9,13,66,48,1012.1,1009.9,5,3,29.7,31.9,12.398,7.04677,2.2,-2.2,0
0.982126,0.188227,26.1,34.2,0,9.4,9.8,0.707107,0.707107,30,0.92388,-0.382683,0.92388,0.382683,6,11,56,60,1012.7,1009.3,1,1,31.9,31.7,8.73828,9.88962,-0.2,-3.4,0
0.97874,0.205104,24.6,33.9,0,9.8,12.9,0.707107,0.707107,28,0.707107,-0.707107,0.707107,0.707107,4,11,60,57,1011.1,1007.9,1,1,29.9,31.4,9.56354,8.62377,1.5,-3.2,0
0.975065,0.221922,24.2,32.1,0,10.8,3.1,-0.707107,0.707107,46,-0.92388,0.382683,-0.707107,0.707107,7,17,51,69,1008.7,1009.5,7,7,30.9,26.3,6.15308,11.3345,-4.6,0.8,0
0.9711,0.238673,21.9,29.4,0,6.6,6.3,-0.92388,0.382683,33,-0.707107,0.707107,6.12323e-17,1,15,15,63,51,1016.7,1014.4,7,6,23.7,28.1,11.1043,7.47088,4.4,-2.3,0
0.966848,0.255353,19.9,29.9,0,6.8,12.3,6.12323e-17,1,28,-0.382683,0.92388,0.382683,0.92388,4,11,53,52,1015.5,1013,3,2,26.5,29.1,10.8768,10.3715,2.6,-2.5,0
0.962309,0.271958,19.9,30,0,7.8,11.5,0.382683,0.92388,28,0.382683,0.92388,0.382683,0.92388,4,13,56,47,1013.5,1010.3,4,1,26.9,28.8,12.4523,9.53268,1.9,-3.2,0
0.957485,0.288482,21.4,32.6,0,7.6,12.3,0.707107,0.707107,31,0.92388,-0.382683,0.92388,0.382683,7,11,57,52,1011.6,1006.8,1,1,27.9,30.3,10.9729,9.32069,2.4,-4.8,0
0.952378,0.304921,23.1,35.4,0,10.2,11.2,0.382683,0.92388,30,-1.83697e-16,-1,0.707107,0.707107,4,13,56,57,1008.7,1006,5,1,30.1,31.9,9.59848,9.7604,1.8,-2.7,0
0.946988,0.32127,23.5,32.2,1.2,8.4,10.8,0.382683,0.92388,31,0.92388,0.382683,6.12323e-17,1,4,13,65,56,1012.6,1010,3,2,27.8,30.5,9.78904,7.19667,2.7,-2.6,1
0.941317,0.337523,22.1,29.7,1.2,9.4,6.1,-0.707107,0.707107,26,-1,1.22465e-16,-0.707107,0.707107,4,7,73,72,1012.5,1009.9,6,7,26.3,26.6,5.47424,5.23716,0.3,-2.6,1
0.929141,0.369725,21.1,31.3,0.4,6.4,6.6,6.12323e-17,1,26,-0.382683,0.92388,0.382683,0.92388,4,13,65,63,1012.7,1010.3,6,6,27.8,28.7,7.75518,7.19667,0.9,-2.4,0
0.92264,0.385663,23,26.7,0,6.2,0,0.707107,0.707107,24,-0.707107,0.707107,-0.382683,0.92388,7,4,79,81,1012.7,1010.6,7,8,25.5,25.7,3.51387,3.91865,0.2,-2.1,0
0.915864,0.401488,22.6,27.4,21.6,4.8,0,0.382683,0.92388,44,0.382683,0.92388,6.12323e-17,1,9,13,90,92,1010.2,1008.1,8,8,24.7,24.2,1.38585,1.75537,-0.5,-2.1,1
0.908818,0.417194,23.1,26.1,39.2,1.6,0,0.707107,0.707107,44,0.382683,0.92388,6.12323e-17,1,17,15,92,91,1008.1,1006,8,8,24.9,25.1,1.57716,1.39325,0.2,-2.1,1
0.901502,0.432776,23.2,25.3,54.6,2,0,6.12323e-17,1,70,6.12323e-17,1,6.12323e-17,1,22,24,92,97,1003.3,999,8,8,24.2,23.7,0.506019,1.38585,-0.5,-4.3,1
0.893919,0.448229,23.1,28.8,145,2.1,3.2,6.12323e-17,1,67,0.382683,0.92388,0.707107,0.707107,37,13,90,76,998.4,998.1,8,7,25.2,27.4,4.61648,1.76204,2.2,-0.3,1
0.527078,0.849817,22.6,26.7,0,4.8,0,6.12323e-17,1,17,1,0,0.707107,0.707107,4,6,78,81,1009.9,1008,8,8,24.9,25.2,3.50063,4.10845,0.3,-1.9,0
0.512371,0.858764,20.6,23.9,14.8,2.6,0.3,6.12323e-17,1,22,-0.92388,-0.382683,-0.382683,0.92388,6,9,92,97,1009.6,1009.7,7,8,23.1,20.7,0.494482,1.37426,-2.4,0.1,1
0.497513,0.867456,20.3,26.3,91.6,1.8,0.3,-0.382683,0.92388,20,-0.707107,0.707107,-1,1.22465e-16,2,4,89,87,1013.3,1011.1,8,8,23.1,23.8,2.29942,1.91665,0.7,-2.2,1
0.482508,0.875892,20.5,28.1,11.8,2.8,7.6,6.12323e-17,1,39,-0.382683,0.92388,-0.382683,0.92388,15,17,74,76,1014.5,1012.7,4,5,26.1,24.6,4.52031,5.00752,-1.5,-1.8,1
0.467359,0.884068,20.7,27.5,4.6,6.8,4.7,6.12323e-17,1,41,6.12323e-17,1,-0.382683,0.92388,17,15,84,79,1016.4,1014.8,7,7,23.2,23.4,3.85683,2.85937,0.2,-1.6,1
0.452072,0.891981,20,27.3,2.2,5.6,6.5,-0.707107,0.707107,39,-0.382683,0.92388,6.12323e-17,1,13,11,73,85,1017,1015.1,7,6,24.1,23.2,2.66727,5.15109,-0.9,-1.9,1
0.421101,0.907014,19.4,28.1,1.8,6.4,6.5,6.12323e-17,1,33,-0.707107,0.707107,-0.707107,0.707107,13,11,64,61,1019,1016.3,7,5,25.4,26.3,8.1336,7.31622,0.9,-2.7,1
0.405426,0.914128,19.8,26.7,5,4.2,5.9,-0.707107,0.707107,41,-0.92388,0.382683,-0.382683,0.92388,9,13,72,60,1018.6,1016.2,7,7,24.8,25.6,8.35318,5.40069,0.8,-2.4,1
0.38963,0.920971,19.2,28.3,3.2,6,7.5,6.12323e-17,1,30,-0.92388,-0.382683,-0.382683,0.92388,4,15,77,52,1017.5,1014.7,7,4,23.6,27.4,10.7415,4.27601,3.8,-2.8,1
0.37372,0.927542,19.7,28,0.8,7,8.4,-0.707107,0.707107,37,-0.707107,0.707107,-0.382683,0.92388,11,15,66,57,1016.9,1014.8,6,5,25.9,26.4,9.21754,6.85048,0.5,-2.1,0
0.357698,0.933837,18.9,27.6,0.2,7,8.5,-0.707107,0.707107,43,-0.92388,0.382683,-0.707107,0.707107,11,13,68,64,1016.3,1013.7,4,6,25.2,24.5,7.26694,6.33681,-0.7,-2.6,0
0.341571,0.939856,19.3,28.5,1.4,5,8.9,-0.707107,0.707107,35,-0.707107,0.707107,-0.382683,0.92388,11,15,64,57,1011.9,1008.2,1,6,24.8,27.1,9.26561,7.28335,2.3,-3.7,1
0.325342,0.945596,17.9,29.9,0,8,8,-0.92388,0.382683,22,-0.382683,-0.92388,-0.707107,0.707107,6,13,62,51,1009.3,1006.7,2,7,24.8,28.3,11.1207,7.78612,3.5,-2.6,0
0.309017,0.951057,18.3,30.8,0,4.8,10.5,6.12323e-17,1,19,-0.382683,-0.92388,0.707107,0.707107,6,7,63,50,1014.1,1011.5,1,1,24.8,28.1,11.4169,7.53298,3.3,-2.6,0
0.2926,0.956235,20.1,31.2,0,5.4,11.1,0.382683,0.92388,22,-0.707107,-0.707107,0.92388,0.382683,4,7,65,55,1015.2,1011.2,1,1,25.9,29.5,10.0082,7.09541,3.6,-4,0
0.276097,0.96113,20.3,32.4,0,5.2,10.2,-0.707107,0.707107,43,0.707107,0.707107,0.707107,0.707107,2,7,70,62,1010.7,1007,0,2,27.2,30.8,8.1406,5.95981,3.6,-3.7,0
0.259512,0.96574,20.3,27.1,0,8,7.2,-0.707107,0.707107,35,-0.707107,0.707107,6.12323e-17,1,7,19,62,55,1017.6,1016.1,7,4,24.1,25.6,9.72347,7.74526,1.5,-1.5,0
0.24285,0.970064,17.5,26.8,0,7,8.4,0.382683,0.92388,37,6.12323e-17,1,6.12323e-17,1,6,17,64,50,1020.8,1019.2,4,7,24.2,25,11.1577,7.25055,0.8,-1.6,0
0.226116,0.9741,20.3,27.2,0,8.4,1.2,6.12323e-17,1,35,-0.92388,-0.382683,-0.382683,0.92388,4,13,70,72,1022.5,1019.9,7,7,23.3,22.3,5.29935,5.78753,-1,-2.6,0
0.209315,0.977848,19.2,26.9,5,2.6,5.6,6.12323e-17,1,26,-0.382683,0.92388,0.382683,0.92388,4,13,69,67,1021,1017.9,5,7,25,25.4,6.58403,6.09333,0.4,-3.1,1
0.192452,0.981306,20.8,28.1,0.4,5,4.9,0.382683,0.92388,19,0.382683,-0.92388,0.382683,0.92388,2,9,79,73,1020.9,1017.3,7,7,24.7,26.4,5.24109,3.89504,1.7,-3.6,0
0.175531,0.984474,21.4,31.2,0,4,8.6,0.707107,0.707107,20,-1.83697e-16,-1,0.92388,0.382683,6,9,72,63,1019.2,1014.8,7,1,26,29.1,7.77814,5.44967,3.1,-4.4,0
0.14154,0.989932,19.5,30.8,21.2,8.8,10.3,6.12323e-17,1,24,-0.382683,-0.92388,6.12323e-17,1,4,9,75,60,1017.4,1014,4,1,25.3,30,8.63011,4.75961,4.7,-3.4,1
0.124479,0.992222,19.7,29.1,0,4.8,10.8,6.12323e-17,1,24,6.12323e-17,1,6.12323e-17,1,7,15,69,54,1019.5,1016.5,3,3,25.8,27.7,10.1678,6.13007,1.9,-3,0
0.107381,0.994218,20.7,28.2,0.4,5.6,9.3,6.12323e-17,1,28,-0.92388,0.382683,0.382683,0.92388,6,11,77,59,1020.1,1017.4,6,2,25,27.6,8.74827,4.32157,2.6,-2.7,0
0.0902516,0.995919,19.4,28.2,0.6,5.6,9.6,6.12323e-17,1,20,-1,1.22465e-16,6.12323e-17,1,2,7,76,59,1020.1,1016.4,6,3,25.4,26,8.64479,4.54768,0.6,-3.7,0
0.0730951,0.997325,18.7,30.2,0.2,5.4,6.8,-0.92388,0.382683,20,-0.707107,-0.707107,-1,1.22465e-16,4,7,70,51,1015.8,1012.8,1,5,24.6,29.4,11.2109,5.84468,4.8,-3,0
0.055917,0.998435,21.1,26.7,0,6.2,3,-0.707107,0.707107,24,-0.707107,0.707107,6.12323e-17,1,11,11,63,60,1017.1,1013.7,7,2,24.6,25.8,8.36567,7.52167,1.2,-3.4,0
0.0387223,0.99925,18,28.3,0,3.8,4.7,-1.83697e-16,-1,33,-0.92388,-0.382683,0.382683,0.92388,4,6,73,73,1014.7,1011.1,5,8,23.6,24.6,5.17059,5.13163,1,-3.6,0
0.0215161,0.999769,18.3,26.4,24.2,5.6,5.9,6.12323e-17,1,20,-0.707107,-0.707107,6.12323e-17,1,7,7,73,64,1014.7,1012.2,6,7,22.1,25.1,7.29977,5.07345,3,-2.5,1
0.00430354,0.999991,18.2,28.4,0,3.2,8,0.382683,0.92388,20,-0.92388,-0.382683,-0.382683,0.92388,6,9,65,58,1015.4,1012.8,1,4,23.7,25.8,8.90211,6.97904,2.1,-2.6,0
-0.0129103,0.999917,19,28,0,3.6,6.5,-0.382683,0.92388,26,-0.92388,-0.382683,6.12323e-17,1,4,11,70,58,1017.7,1015.4,2,3,24.4,26.4,8.94201,5.83587,2,-2.3,0
-0.0301203,0.999546,17.6,26.8,2.4,4.4,8.4,-0.382683,0.92388,37,-0.92388,0.382683,-0.707107,0.707107,7,13,65,56,1023.2,1021.3,7,5,22.9,25.1,9.40573,6.93695,2.2,-1.9,1
-0.0473214,0.99888,17.8,26.1,6,8.6,9.2,-0.92388,0.382683,39,-1,1.22465e-16,-0.707107,0.707107,6,15,72,52,1025.5,1023.2,2,4,22.9,24.3,10.4967,5.32359,1.4,-2.3,1
-0.0645084,0.997917,16.9,24.6,2,6.4,2.7,-0.707107,0.707107,30,-0.92388,-0.382683,-1,1.22465e-16,4,4,76,68,1024.4,1020.7,7,8,21.4,22.1,6.19001,4.41161,0.7,-3.7,1
-0.0816764,0.996659,17.7,24.9,0.2,4.8,3.1,-0.382683,0.92388,24,-0.707107,-0.707107,6.12323e-17,1,6,2,71,68,1022.2,1019.5,7,7,21.8,22,6.1853,5.4992,0.2,-2.7,0
-0.0988201,0.995105,16.9,25,1.4,1.6,5.5,6.12323e-17,1,35,-0.92388,0.382683,0.382683,0.92388,4,9,79,66,1022.7,1020.5,7,7,20.8,24.1,6.75844,3.78095,3.3,-2.2,1
-0.115935,0.993257,16.7,25.9,0.4,3.2,8.8,-0.92388,0.382683,26,-0.707107,0.707107,6.12323e-17,1,7,11,71,56,1023.5,1019.9,6,6,21.7,24.7,9.37763,5.495,3,-3.6,0
-0.133015,0.991114,17.3,23.9,0.4,5.2,2.1,6.12323e-17,1,30,-0.92388,0.382683,6.12323e-17,1,7,7,79,67,1021.8,1019.1,7,7,20.1,23,6.46594,3.76065,2.9,-2.7,0
-0.150055,0.988678,17.1,25.8,0.4,7,6.4,-0.382683,0.92388,39,-1,1.22465e-16,-0.382683,0.92388,6,11,66,66,1021,1019.4,3,7,23.3,23.5,6.72789,6.71773,0.2,-1.6,0
-0.167052,0.985948,18.2,23.7,0.2,2.2,1.7,6.12323e-17,1,30,-0.92388,0.382683,-0.707107,0.707107,7,7,76,79,1021,1017.8,8,7,21.4,22.7,3.83632,4.41161,1.3,-3.2,0
-0.183998,0.982927,18.4,22.5,36.6,4.3,0,-0.92388,0.382683,26,-1,1.22465e-16,-0.92388,-0.382683,2,4,96,92,1016.9,1013.5,8,8,20.2,20.9,1.35123,0.659725,0.7,-3.4,1
-0.200891,0.979614,17.1,28.3,17.4,2.6,8.1,-0.382683,-0.92388,19,-0.707107,-0.707107,-0.92388,0.382683,7,4,71,52,1013.8,1010.9,1,7,22.4,26.5,10.6701,5.52438,4.1,-2.9,1
-0.217723,0.976011,17.6,27.5,0,1.8,7.2,0.707107,0.707107,19,-0.707107,-0.707107,0.707107,0.707107,4,9,84,63,1012.8,1009.1,7,5,21.3,26.3,7.61807,2.8181,5,-3.7,0
-0.234491,0.972118,17.3,29.2,0,2.6,6,0.382683,-0.92388,43,-0.382683,-0.92388,-0.92388,-0.382683,2,6,85,71,1013.5,1011.8,5,7,21.1,21,5.4657,2.62473,-0.1,-1.7,0
-0.25119,0.967938,16.3,26.9,6,2.6,9.8,0.382683,0.92388,19,-1.83697e-16,-1,6.12323e-17,1,2,6,72,57,1015.3,1011.7,1,1,22.9,26.4,9.21754,5.32359,3.5,-3.6,1
-0.267814,0.963471,18.4,29.9,7,7,9,-1.83697e-16,-1,24,-1.83697e-16,-1,-1.83697e-16,-1,4,7,77,52,1014.9,1010.7,1,5,22.9,29.3,10.8928,4.25332,6.4,-4.2,1
-0.284359,0.958718,13.8,28.2,0,4.2,10.4,-1.83697e-16,-1,31,-0.707107,-0.707107,-0.382683,-0.92388,4,11,52,27,1012.9,1008.9,1,2,22.2,27.9,20.7429,10.3324,5.7,-4,0
-0.30082,0.953681,14,25.5,0,6.8,10.7,-1.83697e-16,-1,30,-0.707107,-0.707107,-0.382683,-0.92388,4,13,43,25,1011.7,1008.1,2,1,20,24.9,21.3906,12.9662,4.9,-3.6,0
-0.317191,0.948362,12,26.2,0,6.4,10.8,6.12323e-17,1,17,-0.707107,-0.707107,0.707107,0.707107,6,6,52,50,1014.1,1011.3,1,2,19.6,24.1,11.083,10.1308,4.5,-2.8,0
-0.333469,0.942761,15,27.4,0,3.2,10.2,0.382683,0.92388,20,-0.382683,-0.92388,0.707107,0.707107,4,7,77,54,1014.7,1010.2,5,1,20.6,26,10.0404,4.17917,5.4,-4.5,0
-0.349647,0.936881,16.4,30.2,0,6,10.1,0.382683,0.92388,19,-0.707107,-0.707107,0.707107,0.707107,2,7,69,56,1013.3,1010.6,1,5,22.4,28.2,9.62488,5.97469,5.8,-2.7,0
-0.365723,0.930724,17.1,26.6,0,3.2,10.5,6.12323e-17,1,20,-0.707107,-0.707107,6.12323e-17,1,6,11,69,53,1018.4,1015.7,1,1,21.4,26.1,10.3407,5.92936,4.7,-2.7,0
-0.381689,0.924291,16,28.6,0,4,10.5,-1.83697e-16,-1,15,-0.382683,-0.92388,-1.83697e-16,-1,6,7,71,38,1020.6,1017.4,1,1,21.4,27.9,15.6478,5.48244,6.5,-3.2,0
-0.397543,0.917584,15.4,26.8,0,3.2,10,-0.382683,0.92388,20,-0.92388,-0.382683,6.12323e-17,1,4,9,65,68,1022.7,1020.4,2,7,21.7,24,6.27979,6.87405,2.3,-2.3,0
-0.413279,0.910605,16,26.1,0,4,9,0.382683,0.92388,20,-0.382683,-0.92388,-0.382683,0.92388,6,9,72,41,1023.4,1019.8,3,6,21.5,25.2,14.2008,5.26712,3.7,-3.6,0
-0.428892,0.903356,14.1,27.6,0,3.8,10.6,-0.707107,-0.707107,13,-0.707107,-0.707107,-0.382683,0.92388,2,6,71,47,1022.3,1018.9,1,1,20.6,26.5,12.2433,5.44899,5.9,-3.4,0
-0.444378,0.895839,15.8,27.2,0,4,10.4,0.707107,0.707107,19,-0.382683,-0.92388,0.382683,0.92388,6,9,73,59,1023.6,1021.4,1,1,21.3,26.1,8.65124,5.04256,4.8,-2.2,0
-0.459733,0.888057,16.6,27,0,4,7.4,0.382683,0.92388,22,-0.707107,-0.707107,6.12323e-17,1,4,9,81,57,1023.5,1020.8,7,1,20.1,25.5,9.15591,3.367,5.4,-2.7,0
-0.474951,0.880012,15.9,27.3,0,3.6,8.6,-0.382683,0.92388,20,-0.707107,-0.707107,0.382683,0.92388,6,7,74,59,1021.2,1017.3,2,5,21.4,25.1,8.58684,4.83231,3.7,-3.9,0
-0.490029,0.871706,15.9,27.3,0,3.2,8.5,-0.707107,0.707107,39,-0.382683,-0.92388,-0.707107,0.707107,4,17,83,62,1018.8,1017.7,0,3,20.1,24.8,7.78612,2.98177,4.7,-1.1,0
-0.504961,0.863142,16.8,24.8,0,5.4,9.6,-0.707107,0.707107,26,-0.707107,-0.707107,-0.382683,0.92388,7,7,60,51,1025.2,1021.3,2,3,20.4,23.7,10.7472,8.03153,3.3,-3.9,0
-0.519744,0.854322,12.9,28.6,0,4.8,10.1,-1.83697e-16,-1,28,-0.707107,-0.707107,-0.382683,-0.92388,4,9,71,34,1021.7,1016.1,1,1,19.1,28.1,17.3544,5.38655,9,-5.6,0
-0.534373,0.845249,14.8,24,0,4.8,7,6.12323e-17,1,26,-0.707107,-0.707107,0.382683,0.92388,4,6,67,68,1021.9,1018.3,5,5,20.7,22.4,6.20414,6.35374,1.7,-3.6,0
-0.548843,0.835925,14.8,23.9,0,2.6,7.8,6.12323e-17,1,26,-0.92388,-0.382683,-0.382683,0.92388,2,9,70,63,1023.1,1020.2,3,4,20.4,21.7,7.35861,5.66103,1.3,-2.9,0
-0.563151,0.826354,14.9,23.9,0,4.4,8.4,-0.382683,0.92388,26,-0.707107,-0.707107,-0.382683,0.92388,6,13,73,57,1025.6,1023.1,3,7,19.1,22.4,8.94517,4.95808,3.3,-2.5,0
-0.577292,0.816538,15,24,0,4.4,9.1,-0.92388,0.382683,31,-0.707107,-0.707107,-0.382683,0.92388,4,9,69,49,1028.4,1025.5,5,3,20.1,22.3,11.2392,5.87068,2.2,-2.9,0
-0.591261,0.80648,14.3,24.4,0,5,7.5,-0.707107,0.707107,30,-0.92388,-0.382683,-0.92388,0.382683,2,11,71,58,1028.8,1025.5,5,3,19.1,21.7,8.63177,5.38655,2.6,-3.3,0
-0.605056,0.796183,15.8,23.5,1.2,3.4,4.8,-0.382683,0.92388,30,-0.707107,-0.707107,-0.382683,0.92388,6,13,78,65,1027.6,1025,6,4,18.2,21.6,6.86883,3.90304,3.4,-2.6,1
-0.618671,0.78565,13.9,22.6,0.8,2.4,3,-0.707107,0.707107,26,-0.707107,-0.707107,-0.382683,0.92388,4,7,81,89,1026.6,1024.1,6,8,18,18.4,1.84843,3.31272,0.4,-2.5,0
-0.632103,0.774884,14.8,23.8,4.6,2.2,6.5,-0.707107,0.707107,22,-1,1.22465e-16,-0.707107,0.707107,4,9,87,69,1025.9,1022.2,7,6,17.3,21.9,5.952,2.18701,4.6,-3.7,1
-0.658402,0.752667,17.6,23.9,1.8,1.2,4.2,-1.83697e-16,-1,26,-0.382683,-0.92388,-1.83697e-16,-1,2,6,96,62,1014.6,1010.5,8,7,18.6,23.6,7.71614,0.651575,5,-4.1,1
-0.67126,0.741222,15.4,23.2,1.2,2.6,9.4,-0.707107,-0.707107,20,-0.382683,-0.92388,-1.83697e-16,-1,11,7,54,35,1014.8,1012.2,7,7,18.5,22.2,16.1979,9.48769,3.7,-2.6,1
-0.683919,0.729558,15.4,18.6,0,4,0,-0.382683,-0.92388,19,-0.382683,-0.92388,0.382683,-0.92388,2,7,55,55,1015,1012.7,7,7,17.2,17.7,9.15889,9.1237,0.5,-2.3,0
-0.696376,0.717677,9.9,23.4,0,1.6,10.2,0.382683,-0.92388,39,-1.83697e-16,-1,-0.382683,-0.92388,6,13,55,35,1016.8,1012.7,0,1,18.5,23.1,16.3068,9.21532,4.6,-4.1,0
-0.708627,0.705584,8.6,22.8,0,5.2,10.2,-1.83697e-16,-1,35,-0.707107,-0.707107,-1.83697e-16,-1,4,13,46,32,1017.1,1012.6,0,1,17.8,22.2,17.4875,11.7793,4.4,-4.5,0
-0.720667,0.693281,8.6,21.6,0,5.4,10.1,-1.83697e-16,-1,30,-0.382683,-0.92388,-1.83697e-16,-1,7,11,45,33,1018.5,1015,0,0,16.6,20.9,16.8817,11.9862,4.3,-3.5,0
-0.732494,0.680773,8.3,22.3,0,5,9.6,0.707107,-0.707107,17,-0.707107,-0.707107,0.382683,-0.92388,4,7,59,32,1019.5,1015.1,6,1,14.4,21.9,17.4486,7.91237,7.5,-4.4,0
-0.744104,0.668064,9.2,21.8,0,3.6,6,-0.707107,-0.707107,13,-0.707107,-0.707107,-0.382683,-0.92388,4,2,58,42,1019.6,1015.4,7,7,14.1,20.7,13.3796,8.14133,6.6,-4.2,0
-0.755493,0.655156,11.2,18,0,1.8,0,0.707107,0.707107,24,-0.707107,-0.707107,-0.382683,-0.92388,7,7,69,83,1015.6,1012.7,8,8,15,14.4,2.8521,5.64324,-0.6,-2.9,0
-0.766659,0.642055,11.6,22.1,5,0.4,10,-1.83697e-16,-1,33,-1.83697e-16,-1,-1.83697e-16,-1,9,15,69,48,1010.2,1007.3,2,3,17.9,21.3,11.4629,5.77203,3.4,-2.9,1
-0.777597,0.628763,10.4,20.8,0,7,7.3,-0.382683,-0.92388,44,-1.83697e-16,-1,-0.382683,-0.92388,20,17,68,60,1010.2,1008.9,1,7,16,17.4,7.84874,5.90605,1.4,-1.3,0
-0.788305,0.615285,14.2,24.4,1,4.8,8.3,-0.707107,-0.707107,30,-0.707107,-0.707107,-0.92388,-0.382683,7,7,54,49,1018,1018,1,7,19.3,21.7,11.1885,9.54593,2.4,0,0
-0.798779,0.601624,12,23.8,0,4.6,8.2,-0.382683,-0.92388,19,-0.707107,-0.707107,-0.92388,-0.382683,7,4,58,45,1024.6,1021.2,2,4,17.3,23,12.5822,8.34614,5.7,-3.4,0
-0.809017,0.587785,11.7,24.5,0,3.2,9.2,-0.707107,0.707107,28,-0.707107,-0.707107,-0.707107,0.707107,6,13,65,47,1025.8,1023.8,1,1,17.4,23,11.9283,6.65097,5.6,-2,0
-0.819015,0.573772,14.9,22.2,1.6,4,3.8,6.12323e-17,1,31,-0.707107,-0.707107,-0.382683,0.92388,6,7,72,85,1028.2,1026.9,3,7,18.9,18.6,2.57451,5.16303,-0.3,-1.3,1
-0.82877,0.559589,13.7,23.2,4.4,3.2,6.3,6.12323e-17,1,30,-0.92388,0.382683,6.12323e-17,1,6,13,77,60,1030.4,1027.9,7,6,19.3,21.3,8.08676,4.13755,2,-2.5,1
-0.83828,0.54524,14.1,21.4,0.8,3,1.8,0.382683,0.92388,17,-0.382683,-0.92388,-0.707107,0.707107,4,6,86,96,1028.1,1026.4,6,7,17.4,17.6,0.646507,2.36873,0.2,-1.7,0
-0.847541,0.53073,14.3,23.1,17.4,3.8,8.5,0.382683,0.92388,26,-0.707107,-0.707107,6.12323e-17,1,4,13,90,60,1028.1,1025,6,5,18.9,21.6,8.10521,1.67888,2.7,-3.1,1
-0.856551,0.516062,13.4,22.2,2.6,4,0.9,-0.382683,0.92388,13,-0.707107,-0.707107,0.382683,0.92388,4,4,85,59,1024.1,1019.1,7,7,17,21.7,8.36963,2.54263,4.7,-5,1
-0.865307,0.501242,15.1,24.7,0,1.8,5.3,-1.83697e-16,-1,37,0.92388,0.382683,-1.83697e-16,-1,4,17,72,79,1013.8,1009.1,7,7,20.4,20.4,3.76935,5.22296,0,-4.7,0
-0.873807,0.486273,12.9,22.7,1.4,3.2,10.1,-0.382683,-0.92388,26,-0.382683,-0.92388,-0.707107,-0.707107,7,7,59,36,1016.1,1015.6,1,1,17.9,21.8,15.7426,8.13006,3.9,-0.5,1
-0.882048,0.47116,9.9,23.6,0,4,9.8,-0.382683,-0.92388,20,-0.707107,-0.707107,-0.707107,0.707107,7,2,57,45,1024,1021.6,0,4,16.1,22.7,12.554,8.52419,6.6,-2.4,0
-0.890028,0.455907,11.7,20.9,0,2.4,0.2,-0.382683,-0.92388,13,-0.382683,-0.92388,0.382683,-0.92388,6,4,75,65,1026.1,1023.2,8,7,15.4,20.6,6.81664,4.41103,5.2,-2.9,0
-0.905193,0.425,14.8,24.5,0,2.2,3.3,-1,1.22465e-16,11,-0.707107,-0.707107,0.382683,-0.92388,6,2,78,55,1025.5,1021.7,7,6,17.6,23.5,9.5718,3.8849,5.9,-3.8,0
-0.912375,0.409356,13.4,23,0,1.8,2.6,-0.92388,0.382683,26,-0.707107,-0.707107,-0.92388,0.382683,6,4,85,83,1026.1,1024.1,7,8,15.8,19.6,2.97028,2.51885,3.8,-2,0
-0.919286,0.39359,15.8,22.1,6,0.6,1.3,-0.382683,0.92388,33,-0.382683,0.92388,-0.707107,0.707107,2,13,92,57,1026.1,1022.9,7,7,17.3,20.6,8.82389,1.31397,3.3,-3.2,1
-0.925925,0.377708,15.1,18.7,3,4.2,0,-1.83697e-16,-1,15,-1,1.22465e-16,-0.382683,-0.92388,2,6,95,97,1022.4,1019.7,8,8,16.4,17.6,0.482699,0.804214,1.2,-2.7,1
-0.938377,0.345612,16.3,22,0.2,0,1.5,0.92388,0.382683,26,-0.382683,-0.92388,0.707107,0.707107,4,13,97,83,1018.1,1013.5,8,6,17.9,21.3,3.00943,0.483833,3.4,-4.6,0
-0.944188,0.329408,15.9,22.8,2.4,1.6,1.7,-0.382683,-0.92388,13,-0.707107,-0.707107,-0.382683,-0.92388,4,6,85,74,1012.2,1009.3,6,7,20,21.5,4.83601,2.60257,1.5,-2.9,1
-0.949718,0.313107,14.8,20.9,0,2,10,-1.83697e-16,-1,35,-1.83697e-16,-1,-1.83697e-16,-1,11,15,58,45,1011.5,1008.5,1,1,17.5,20.7,12.3664,8.35902,3.2,-3,0
-0.954967,0.296713,11.4,20.1,0,4,9.9,-1.83697e-16,-1,39,-1.83697e-16,-1,-1.83697e-16,-1,13,19,60,48,1011.8,1011.3,1,1,15.9,18.8,11.2475,7.75812,2.9,-0.5,0
