Date_x,Date_y,MinTemp,MaxTemp,RainFall,Evaporation,Sunshine,WindGustDir_x,WindGustDir_y,WindGustSpeed,WindDir9am_x,WindDir9am_y,WindDir3pm_x,WindDir3pm_y,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
0.638749,-0.769415,21.2,32.5,3.6,8.6,11.8,-0.382683,0.92388,22,0.707107,-0.707107,0.382683,0.92388,7,9,61,57,1009.1,1004.6,6,2,27.2,29.8,1
0.651899,-0.758306,19.8,31.8,0,7.4,9.3,0.92388,0.382683,26,0.707107,-0.707107,0.707107,0.707107,4,15,54,64,1012.6,1008.9,7,3,28.2,27.8,0
0.664855,-0.746972,23,31.6,0,6,4.1,-0.92388,0.382683,44,0.92388,0.382683,0.382683,0.92388,7,7,66,82,1009.7,1005.1,7,8,27.9,26.2,0
0.690173,-0.723644,21.6,30.1,0.2,12.4,11.1,-0.382683,-0.92388,43,-1.83697e-16,-1,-1.83697e-16,-1,17,19,24,19,1006.1,1004,2,2,25.2,29.2,0
0.702527,-0.711657,17.5,27.4,0,12.6,11.6,0.382683,0.92388,30,-1,1.22465e-16,-0.382683,0.92388,7,15,34,47,1014.7,1013.1,3,3,23.7,24.8,0
0.714673,-0.699458,16.9,28.1,0,8,12.9,0.382683,0.92388,28,0.382683,0.92388,0.707107,0.707107,6,11,51,51,1020,1017.5,4,1,24.9,26,0
0.726608,-0.687053,17.9,28.3,0,9.2,9.7,6.12323e-17,1,35,-0.707107,0.707107,-0.707107,0.707107,13,17,51,53,1022.8,1020.9,3,2,24.3,25.3,0
0.738326,-0.674444,17.3,27.3,0,9.6,11.5,0.382683,0.92388,24,6.12323e-17,1,0.382683,0.92388,7,13,51,48,1021.6,1018,3,2,24,25.3,0
0.761104,-0.64863,18.2,28.6,0,5.6,12.7,6.12323e-17,1,26,0.382683,0.92388,0.382683,0.92388,7,15,50,42,1021,1019,1,1,26.1,27.2,0
0.772157,-0.635432,18,29.7,0,8,12.9,0.382683,0.92388,30,6.12323e-17,1,0.382683,0.92388,7,13,51,36,1020.5,1017.2,1,1,25.9,27.6,0
0.78298,-0.622047,17.6,28.8,0,8.8,12.6,6.12323e-17,1,31,-0.382683,0.92388,-0.382683,0.92388,9,15,50,47,1018,1014.2,4,2,26.2,26.9,0
0.793572,-0.608477,19.7,31.2,0,8.8,11.2,0.707107,0.707107,26,-0.707107,0.707107,0.707107,0.707107,6,13,53,56,1013,1008.2,3,2,27.1,29.2,0
0.803928,-0.594727,20.6,35.1,0,7.6,12.1,-0.382683,0.92388,37,-0.382683,-0.92388,-0.382683,0.92388,7,15,40,53,1008.5,1007,0,1,31.1,29.6,0
0.814046,-0.5808,18.1,29,0,11,12.4,6.12323e-17,1,26,0.707107,0.707107,0.382683,0.92388,7,15,50,53,1014.3,1011.6,3,2,25.5,26.6,0
0.833556,-0.552435,20.7,29.7,1,5.6,9.3,0.382683,0.92388,31,-0.707107,-0.707107,0.707107,0.707107,2,11,63,54,1017,1013.7,6,2,25,27.6,0
0.842942,-0.538005,20.3,29.9,0,5.4,11.6,0.707107,0.707107,33,0.382683,-0.92388,0.92388,0.382683,4,11,54,53,1017,1013.6,3,2,27.2,27.8,0
0.852078,-0.523416,20.9,30.7,0,9.4,12.9,0.707107,0.707107,31,1,0,0.707107,0.707107,9,11,37,34,1013.7,1009.5,1,1,26.8,28.9,0
0.860961,-0.508671,19.9,31.3,0,9,9.3,-0.92388,0.382683,43,1,0,0.92388,0.382683,6,9,43,56,1011.8,1007.6,1,7,27.3,27.1,0
0.869589,-0.493776,19.2,30.2,16.6,6.4,10.8,0.92388,0.382683,39,0.92388,-0.382683,0.707107,0.707107,7,17,53,60,1012.5,1006.2,4,4,27.2,27.7,1
0.87796,-0.478734,20.1,30.4,0.4,7.6,13.2,0.707107,0.707107,30,0.707107,-0.707107,0.92388,0.382683,6,11,56,62,1012.3,1009.6,2,1,27.6,29.4,0
0.886071,-0.46355,24.2,30.8,0,8.2,5.4,-0.382683,-0.92388,48,0.92388,0.382683,0.707107,0.707107,6,17,74,61,1015.3,1010.8,8,1,26.4,29.1,0
0.893919,-0.448229,20.2,30.3,21.2,10.4,12.6,0.707107,0.707107,31,0.707107,0.707107,0.707107,0.707107,6,13,61,65,1015.8,1012.8,2,2,28.4,28.9,1
0.901502,-0.432776,23,30.3,0,9,11.7,0.707107,0.707107,31,0.707107,0.707107,0.707107,0.707107,7,15,64,68,1015,1011.3,2,3,28.7,28.2,0
0.908818,-0.417194,23.2,33.8,5.4,10,6.6,0.382683,0.92388,28,0.92388,0.382683,0.382683,0.92388,9,11,69,56,1016.4,1009.1,6,6,27.5,31.6,1
0.915864,-0.401488,22.8,31.3,11,7.8,3.4,-0.707107,0.707107,24,0.92388,-0.382683,0.382683,0.92388,7,9,69,68,1013.4,1010.3,8,7,25.7,28.9,1
0.92264,-0.385663,22.7,28.4,20.4,7.8,1.1,0.707107,0.707107,24,0.382683,0.92388,0.707107,0.707107,4,7,82,77,1012.6,1007.4,8,7,24.6,26.8,1
0.929141,-0.369725,23.8,28.6,3.2,3,0.6,-1.83697e-16,-1,28,-1.83697e-16,-1,0.382683,-0.92388,7,9,67,62,1009.3,1009.5,6,6,25.9,26.2,1
0.935368,-0.353676,21.6,27.7,1.4,4,7,-0.382683,0.92388,39,-0.382683,0.92388,6.12323e-17,1,17,19,54,56,1020.5,1019.2,7,7,24.7,25.1,1
0.941317,-0.337523,18.5,27.2,0,8,5.9,-0.382683,0.92388,30,6.12323e-17,1,6.12323e-17,1,11,13,52,48,1021.9,1020.5,7,7,24.7,24.7,0
0.946988,-0.32127,18.2,28.1,0,6.8,12.4,6.12323e-17,1,28,-0.382683,0.92388,6.12323e-17,1,11,13,48,51,1022.4,1021,2,7,25.6,26.6,0
0.952378,-0.304921,17.8,28.8,0,8.4,13.1,0.382683,0.92388,26,0.382683,0.92388,0.382683,0.92388,6,11,55,43,1020.9,1017.6,3,1,25.2,27.7,0
0.957485,-0.288482,19.8,29.5,0,5.6,12.8,0.707107,0.707107,30,0.92388,-0.382683,0.707107,0.707107,7,11,53,46,1016.8,1012.5,2,1,27,28.3,0
0.966848,-0.255353,23.6,30,0,4,9.8,6.12323e-17,1,28,0.92388,0.382683,0.707107,0.707107,9,11,51,45,1014,1012,7,7,27.9,29.1,0
0.9711,-0.238673,22.4,31,0,8,12.3,0.707107,0.707107,31,0.92388,-0.382683,0.92388,0.382683,11,11,50,54,1013.1,1009.4,1,4,28.1,29.1,0
0.975065,-0.221922,23.9,32.3,1.6,9.2,6.8,-0.707107,0.707107,41,-0.707107,-0.707107,-1,1.22465e-16,4,22,60,70,1013.1,1013.5,6,6,27.4,25.1,1
0.97874,-0.205104,21.6,27.8,12.4,10.4,1.1,-0.92388,0.382683,31,-0.707107,0.707107,6.12323e-17,1,15,15,58,50,1017.8,1015.5,7,6,24.7,25.7,1
0.982126,-0.188227,20.5,29.6,0.2,8,8,0.92388,0.382683,22,0.707107,0.707107,0.707107,0.707107,6,9,61,53,1015.5,1011.2,7,2,25.7,28.1,0
0.98522,-0.171293,22.1,34.1,0,7,8.8,-0.382683,-0.92388,26,0.707107,-0.707107,0.707107,0.707107,6,11,55,57,1012.2,1008.6,3,7,29.5,31,0
0.988023,-0.154309,22.1,31.5,0.6,7.4,7.2,-0.382683,0.92388,39,-0.92388,0.382683,6.12323e-17,1,11,22,59,58,1014.8,1014.2,7,7,28,27,0
0.990532,-0.137279,22,27.7,0,7.8,5.8,6.12323e-17,1,28,6.12323e-17,1,6.12323e-17,1,17,13,55,54,1018.2,1015.8,5,4,26.2,27.5,0
0.992749,-0.120208,20,29.2,0,9.4,11.8,6.12323e-17,1,37,6.12323e-17,1,0.382683,0.92388,7,11,52,53,1017.4,1014.8,5,3,26.7,27.5,0
0.994671,-0.103102,20.6,27.5,0,8,0.1,0.382683,0.92388,24,-0.707107,0.707107,0.382683,0.92388,13,11,75,65,1016.7,1015.6,8,7,23.3,25,0
0.996298,-0.0859648,18.5,29.3,6,4,9.6,0.382683,0.92388,31,6.12323e-17,1,6.12323e-17,1,13,15,55,69,1016.6,1014.5,4,7,27.1,25.3,1
0.99763,-0.0688024,18.9,28.9,1.4,6.6,12.2,0.382683,0.92388,28,0.382683,0.92388,0.382683,0.92388,11,13,58,57,1016.1,1013.9,4,3,27.1,27.8,1
0.998667,-0.0516197,19,29.8,0.2,8,12.4,0.382683,0.92388,31,0.382683,0.92388,6.12323e-17,1,7,11,51,46,1015.3,1012.8,1,1,27.4,28.6,0
0.999407,-0.0344216,21.2,30.8,0,9.6,12.6,0.382683,0.92388,28,0.92388,0.382683,0.707107,0.707107,7,11,60,53,1012.8,1008.5,3,1,27.6,29.3,0
0.999852,-0.0172134,20.7,32.4,0,8.6,11.9,0.707107,0.707107,31,-1.83697e-16,-1,0.707107,0.707107,4,15,54,60,1008.4,1005.5,1,1,28.4,29.9,0
1,6.43249e-16,24.5,33.9,0,8,13.1,0.707107,0.707107,31,1,0,0.707107,0.707107,6,15,58,57,1007,1003.4,3,1,30.6,31.9,0
